SURNUM ID,Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11,Question12,Question13,Question14,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22,Question23,Question24,Question25,Question26,Question27,Question28,Question29,Question30,Question31,Question32,Question33,Question34,Question35,Gender,Citizenship,Region,Medalist,School,HS Type,SAT Verbal,SAT Math,SAT Score,ACT Composite,,Registered Spr 14,201309_INST_TERM_GPA,201401_INST_TERM_GPA,CURRENT_TOTAL_INST_GPA_May_2014,Returned Fall 2014,Returned Spring 2015,Fall 2014 GPA,CURRENT_TOTAL_INST_GPA_Fall_2014,,,,,,,,,,,,,,,,,
1043,2,3,5,1,1,1,2,1,3,2,1,5,4,3,1,5,4,4,5,5,3,3,3,3,3,4,2,2,4,2,5,4,4,2,3,2,3,Northeast,2,2,Public,740,730,1470,,,1,1.68,1.91,1.77,1,,0.00,1.77,,,,,,,,,,,,,,,,,
1044,2,2,2,3,2,3,3,3,3,3,1,4,4,3,1,4,3,4,4,5,1,4,5,4,2,3,1,4,3,5,5,5,5,,,2,3,Northeast,2,2,Public,,,,27,,1,3.17,3.79,3.45,1,1,2.93,3.27,,,,,,,,,,,,,,,,,
1045,2,2,2,2,1,3,2,2,2,3,5,2,4,3,1,2,2,3,4,5,1,2,5,5,2,4,3,2,3,3,4,2,4,2,5,1,3,Northeast,2,6,Public,660,640,1300,,,1,2.00,3.59,2.79,1,1,2.33,2.72,,,,,,,,,,,,,,,,,
1046,2,2,5,2,2,2,2,2,3,1,4,5,4,3,1,3,3,4,4,4,3,2,5,3,2,3,2,3,4,3,4,3,3,2,4,2,3,Northeast,2,6,Public,650,680,1330,,,1,3.42,2.79,3.10,1,1,3.25,3.22,,,,,,,,,,,,,,,,,
1047,2,2,1,3,2,2,4,3,4,1,1,5,4,4,1,5,3,4,4,5,1,2,5,3,3,4,2,2,3,4,5,2,3,2,3,2,3,Northeast,2,2,Public,,,,33,,1,3.92,3.78,3.84,1,1,3.33,3.70,,,,,,,,,,,,,,,,,
1048,2,2,2,2,2,2,3,3,4,1,5,3,3,3,1,4,3,4,3,4,1,4,4,4,3,5,3,2,3,5,5,5,4,3,5,2,3,Non-Northeast,2,2,,,,,24,,1,1.33,1.18,1.26,,,0.00,1.47,,,,,,,,,,,,,,,,,
1049,1,1,1,3,4,2,3,3,3,3,5,3,3,4,1,5,5,5,5,5,1,2,5,3,3,4,3,1,2,2,5,5,3,4,5,2,3,Non-Northeast,1,6,Public,650,790,1440,,,1,4.00,4.00,4.00,1,1,4.00,4.00,,,,,,,,,,,,,,,,,
1050,1,2,2,1,1,2,3,3,3,2,2,2,4,1,1,2,2,5,5,5,1,2,3,3,3,4,3,2,2,2,5,3,1,3,5,2,3,Northeast,2,3,Public,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2,2,2,1,1,1,1,1,1,1,5,2,4,3,1,5,2,4,3,3,,3,3,5,3,5,5,1,1,1,5,5,2,4,4,1,3,Northeast,2,6,,,,,28,,1,2.75,3.11,2.90,,,0.00,2.96,,,,,,,,,,,,,,,,,
1052,4,3,1,2,2,3,2,2,4,1,5,1,4,3,1,1,4,4,3,3,1,3,3,2,3,5,5,2,5,5,5,3,5,5,5,2,3,Northeast,2,2,Public,690,600,1290,,,1,1.34,2.09,1.84,1,1,2.52,2.28,,,,,,,,,,,,,,,,,
1053,2,2,1,1,2,2,3,3,3,,5,4,4,4,1,5,2,4,5,4,3,2,5,2,2,4,3,3,4,3,5,4,3,3,4,1,3,Northeast,2,6,Public,620,640,1260,,,1,3.50,3.33,3.42,1,1,3.89,3.56,,,,,,,,,,,,,,,,,
1054,2,2,1,4,3,1,2,1,4,1,5,4,5,4,1,1,4,5,5,5,1,2,5,3,3,1,2,5,4,1,3,3,3,3,3,2,1,Non-Northeast,2,2,,520,770,1290,,,1,3.92,3.93,3.93,1,1,3.60,3.81,,,,,,,,,,,,,,,,,
1055,2,2,5,1,1,1,1,1,1,1,4,3,3,3,3,5,3,5,3,5,1,3,3,5,3,5,4,2,2,3,5,5,4,2,5,2,3,Non-Northeast,2,6,Public,740,780,1520,,,1,3.42,3.67,3.54,1,1,3.83,3.64,,,,,,,,,,,,,,,,,
1056,1,1,1,1,2,1,2,1,2,2,5,4,4,4,1,5,3,5,5,5,1,2,5,3,3,3,2,3,3,3,4,3,2,3,4,2,3,Northeast,1,2,Public,650,670,1320,,,1,3.97,3.53,3.72,1,1,3.57,3.67,,,,,,,,,,,,,,,,,
1057,3,3,5,1,1,1,2,1,1,1,3,5,3,5,1,5,2,5,5,5,5,2,5,4,3,5,4,2,2,2,5,3,3,3,3,1,3,Non-Northeast,2,2,Public,640,750,1390,,,1,3.12,3.78,3.39,1,1,2.54,3.13,,,,,,,,,,,,,,,,,
1058,2,2,5,2,1,3,4,1,2,2,2,2,4,3,1,5,2,4,3,5,1,2,5,5,3,2,3,4,3,5,5,3,5,3,5,2,3,Non-Northeast,2,2,Public,760,760,1520,,,1,2.95,3.75,3.39,1,1,3.58,3.46,,,,,,,,,,,,,,,,,
1059,2,2,1,1,1,1,2,1,1,3,5,5,2,3,1,4,2,5,5,5,1,2,5,3,3,4,2,2,5,3,5,2,2,4,5,1,3,Northeast,2,6,Public,670,730,1400,,,1,3.51,3.22,3.36,1,1,3.92,3.56,,,,,,,,,,,,,,,,,
1060,3,2,1,1,1,3,4,2,3,1,3,3,4,4,1,3,3,4,5,5,2,4,5,5,3,3,3,2,4,4,5,3,1,1,4,1,3,Non-Northeast,2,1,Private,630,600,1230,,,1,2.13,3.27,2.56,1,1,1.85,2.21,,,,,,,,,,,,,,,,,
1061,2,2,1,2,3,2,3,4,3,2,4,4,2,3,1,4,3,4,4,4,1,3,5,4,3,4,4,3,3,4,5,3,4,3,5,2,3,Northeast,2,2,Public,650,740,1390,,,1,3.20,1.79,2.59,1,1,0.82,2.25,,,,,,,,,,,,,,,,,
1062,2,2,1,1,2,1,3,2,1,1,1,5,4,4,1,5,4,5,4,5,1,3,5,3,3,5,3,2,2,2,5,2,2,1,3,2,3,Non-Northeast,2,6,Public,,,,29,,1,3.92,3.69,3.82,1,1,3.92,3.87,,,,,,,,,,,,,,,,,
1063,4,3,2,2,2,2,2,2,2,2,5,2,4,1,1,4,1,4,4,3,3,3,5,1,3,4,4,4,4,4,4,4,4,4,4,2,3,Northeast,2,6,Public,,,,33,,1,1.80,2.67,2.05,1,,0.00,1.92,,,,,,,,,,,,,,,,,
1064,2,2,1,1,1,1,1,1,1,1,1,5,4,5,1,5,4,4,5,4,1,2,5,4,3,4,4,4,3,1,5,3,2,3,4,2,3,Northeast,2,2,Public,690,790,1480,,,1,3.92,3.64,3.81,1,1,3.84,3.85,,,,,,,,,,,,,,,,,
1065,3,2,1,1,1,2,2,1,2,2,4,2,4,3,2,3,5,5,5,5,1,2,5,5,3,4,3,2,2,4,5,4,3,1,4,1,3,Northeast,2,2,Parochial,700,710,1410,,,1,3.21,2.00,2.71,1,1,2.50,2.62,,,,,,,,,,,,,,,,,
1066,2,2,5,2,3,2,3,3,2,1,2,3,4,3,1,4,2,5,5,5,1,2,5,4,3,3,2,4,4,4,3,3,3,3,2,2,3,Non-Northeast,2,2,Private,690,720,1410,,,1,3.75,3.59,3.68,1,1,3.84,3.76,,,,,,,,,,,,,,,,,
1067,3,3,4,2,3,3,4,2,2,4,5,4,4,2,1,3,4,4,3,3,3,3,3,1,2,4,3,2,3,5,5,3,4,3,3,1,3,Non-Northeast,2,2,,620,680,1300,,,1,1.75,3.05,2.33,1,1,2.67,2.57,,,,,,,,,,,,,,,,,
1068,2,2,1,,,,,,,2,1,3,4,3,1,4,2,4,3,5,1,2,3,3,3,4,5,1,2,1,5,5,1,4,5,2,3,Northeast,2,6,,720,690,1410,,,1,4.00,3.93,3.96,1,1,3.92,3.92,,,,,,,,,,,,,,,,,
1069,2,2,1,2,3,1,2,3,2,1,5,4,2,3,1,4,3,3,3,3,1,4,5,5,2,4,3,2,1,3,5,4,4,3,3,1,3,Northeast,2,2,,,,,28,,1,3.53,3.11,3.31,1,1,3.67,3.45,,,,,,,,,,,,,,,,,
1070,1,2,1,1,1,2,2,1,1,1,5,2,4,3,1,4,3,4,3,5,1,2,5,4,3,5,3,3,3,4,5,2,4,3,5,2,3,Northeast,2,2,Public,580,700,1280,,,1,3.16,3.35,3.26,1,1,3.44,3.42,,,,,,,,,,,,,,,,,
1071,3,3,2,1,1,2,1,2,1,1,5,4,4,3,1,5,2,4,3,3,1,3,3,4,3,5,5,3,2,4,5,4,5,5,5,2,3,Northeast,2,2,Public,,,,27,,1,2.42,2.56,2.48,1,1,2.90,2.67,,,,,,,,,,,,,,,,,
1072,3,3,5,2,2,2,2,2,2,2,5,4,4,3,1,4,3,4,3,5,1,3,5,3,3,5,4,2,2,2,3,2,3,3,5,2,3,Northeast,2,1,Private,,,,23,,1,0.56,1.67,1.11,,,0.00,0.84,,,,,,,,,,,,,,,,,
1073,1,1,1,2,1,1,2,1,1,1,5,4,1,3,1,3,3,4,4,5,1,2,5,5,3,4,4,3,4,4,5,3,4,3,4,2,3,Northeast,1,2,Public,,,,31,,1,3.58,3.63,3.61,1,1,2.98,3.41,,,,,,,,,,,,,,,,,
1074,2,2,2,2,1,2,5,1,4,1,5,4,5,2,1,2,3,3,2,3,1,3,3,4,3,4,2,3,4,5,5,3,3,4,5,2,3,Non-Northeast,2,2,,,,,26,,1,0.85,,0.85,,,0.00,0.85,,,,,,,,,,,,,,,,,
1075,2,2,5,5,2,1,3,3,5,1,1,5,3,3,1,3,1,5,3,4,1,2,5,3,3,2,2,1,3,4,5,4,3,4,4,2,1,Non-Northeast,2,2,,680,800,1480,,,1,3.92,3.73,3.82,1,1,4.00,3.85,,,,,,,,,,,,,,,,,
1076,3,2,2,2,2,1,1,2,3,1,4,4,4,3,1,5,2,4,4,5,1,2,5,3,3,3,2,4,1,3,3,3,3,3,3,2,1,Non-Northeast,2,2,Public,370,690,1060,,,1,3.50,3.85,3.63,1,1,3.73,3.70,,,,,,,,,,,,,,,,,
1077,2,2,5,1,1,3,1,2,2,2,5,2,4,3,1,3,2,4,3,5,1,2,5,5,3,5,3,1,1,1,5,2,2,1,5,1,3,Northeast,2,2,Public,670,660,1330,,,1,3.27,3.00,3.14,1,1,2.94,3.07,,,,,,,,,,,,,,,,,
1078,1,2,5,2,2,1,3,2,3,1,5,5,4,3,1,2,2,4,5,5,,3,5,,3,3,2,4,3,4,5,5,2,3,3,2,3,Northeast,2,6,,680,720,1400,,,1,3.42,2.11,3.04,1,1,2.78,2.92,,,,,,,,,,,,,,,,,
1079,3,3,5,1,2,2,4,2,3,1,5,4,4,3,1,4,2,3,2,2,1,3,3,4,2,4,1,5,5,5,5,5,3,4,2,1,3,Northeast,1,2,Private,670,610,1280,,,1,2.67,1.80,2.22,1,1,1.89,2.13,,,,,,,,,,,,,,,,,
1080,4,4,2,4,3,1,4,3,4,4,3,4,3,4,1,4,3,5,5,5,1,2,5,3,1,5,1,2,3,5,3,2,2,2,5,2,1,Non-Northeast,2,4,Private,,,,26,,1,2.96,3.84,3.25,1,1,3.73,3.58,,,,,,,,,,,,,,,,,
1081,2,2,1,2,2,2,2,2,4,2,4,3,1,2,1,3,2,1,3,3,5,5,3,4,2,5,3,1,2,3,5,4,3,3,5,1,3,Northeast,2,6,Public,600,650,1250,,,1,3.60,2.78,3.25,1,1,3.67,3.41,,,,,,,,,,,,,,,,,
1082,1,1,1,1,1,1,2,1,3,1,4,4,4,3,1,4,2,3,4,2,1,2,,5,3,4,4,2,4,4,5,3,4,2,2,2,3,Northeast,2,2,Public,730,730,1460,,,1,4.00,4.00,4.00,1,1,4.00,4.00,,,,,,,,,,,,,,,,,
1083,2,2,1,3,2,2,1,1,2,3,5,4,3,5,1,5,3,4,5,5,1,2,5,3,3,4,3,1,1,3,5,4,2,3,4,2,3,Northeast,1,2,Public,640,670,1310,,,1,3.92,3.90,3.91,1,1,3.91,3.92,,,,,,,,,,,,,,,,,
1084,2,2,2,3,3,1,3,2,2,1,1,5,4,5,1,5,4,5,5,5,1,2,1,3,3,5,3,1,4,3,5,2,5,3,5,2,3,Northeast,2,6,Public,530,790,1320,,,1,3.54,2.67,3.10,1,1,2.67,2.96,,,,,,,,,,,,,,,,,
1085,2,3,3,4,3,1,4,2,1,2,4,5,2,4,1,5,2,5,5,5,1,1,5,4,2,5,2,4,4,5,4,5,5,1,5,1,3,Non-Northeast,2,2,Public,630,670,1300,,,1,2.58,1.78,2.24,1,1,1.33,1.88,,,,,,,,,,,,,,,,,
1086,2,3,5,4,3,1,2,2,3,1,5,3,4,3,1,4,3,5,5,4,1,2,1,5,3,4,3,1,1,1,5,5,1,2,3,2,3,Non-Northeast,2,2,Private,,,,25,,1,1.42,2.50,1.96,1,1,1.69,2.07,,,,,,,,,,,,,,,,,
1087,1,1,1,1,1,3,4,3,2,2,1,4,4,3,1,2,1,4,4,4,1,4,5,3,3,5,5,3,1,5,5,5,5,5,,2,3,Northeast,2,2,Public,720,670,1390,,,1,3.08,3.46,3.27,1,1,3.29,3.32,,,,,,,,,,,,,,,,,
1088,3,3,5,1,3,4,4,2,3,2,2,2,4,3,1,4,3,3,3,1,1,2,5,3,2,4,2,5,5,3,5,2,4,2,3,2,3,Northeast,2,5,Public,570,660,1230,,,1,2.75,2.50,2.63,1,1,2.07,2.51,,,,,,,,,,,,,,,,,
1089,1,1,1,1,1,1,2,1,1,1,1,5,4,4,1,5,3,4,4,5,1,4,5,3,3,4,2,5,4,1,5,2,2,2,4,1,3,Northeast,2,2,Public,740,670,1410,,,1,3.11,2.78,2.94,1,1,2.78,2.89,,,,,,,,,,,,,,,,,
1090,1,2,2,1,1,1,2,1,1,1,1,5,3,5,1,5,5,5,5,4,1,4,5,3,3,5,5,2,2,1,5,5,4,3,5,2,3,Northeast,2,2,Public,720,790,1510,,,1,3.09,1.94,2.62,1,1,1.62,2.44,,,,,,,,,,,,,,,,,
1091,1,1,1,2,1,1,2,1,3,1,1,4,4,3,1,5,3,4,3,5,1,1,5,3,3,4,2,4,3,2,4,2,3,2,3,2,3,Northeast,2,6,Public,670,710,1380,,,1,3.38,3.25,3.31,1,1,3.40,3.46,,,,,,,,,,,,,,,,,
1092,3,2,2,4,4,2,2,4,4,3,2,5,3,4,1,4,3,5,5,3,1,4,5,3,4,2,2,2,2,2,2,2,2,2,2,2,1,Non-Northeast,2,6,,470,650,1120,,,0,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,
1093,2,2,2,2,1,3,4,1,2,1,5,2,4,3,1,3,4,4,2,3,3,2,3,4,2,5,3,3,5,2,5,4,1,3,4,1,3,Northeast,2,1,Public,690,680,1370,,,1,3.42,3.48,3.45,1,1,3.52,3.53,,,,,,,,,,,,,,,,,
1094,2,2,2,2,2,2,3,2,4,4,2,4,4,4,1,3,3,4,5,5,1,2,5,3,3,2,1,3,4,5,5,2,3,2,5,2,3,Northeast,2,2,Public,760,800,1560,,,1,3.69,3.56,3.64,1,1,3.25,3.55,,,,,,,,,,,,,,,,,
1095,2,1,1,1,1,1,2,1,3,1,1,5,4,3,1,5,5,5,5,5,1,2,5,3,4,3,2,4,4,2,5,3,3,2,2,2,3,Northeast,1,6,Public,740,800,1540,,,1,3.77,3.42,3.59,1,1,3.33,3.54,,,,,,,,,,,,,,,,,
1096,2,1,1,1,2,1,1,1,1,1,5,5,4,3,1,5,2,4,4,3,1,1,3,2,3,4,3,1,1,2,5,4,3,3,5,2,3,Non-Northeast,2,2,,,,,29,,1,2.83,3.22,3.03,1,1,3.23,3.11,,,,,,,,,,,,,,,,,
1097,2,2,1,2,1,1,2,2,4,3,1,5,3,4,1,5,3,5,5,5,1,1,5,5,1,1,1,1,2,3,4,4,5,3,3,2,3,Non-Northeast,2,6,,720,710,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,2,2,1,1,2,1,2,2,2,1,4,4,3,3,1,3,2,5,5,3,1,1,5,5,3,2,4,4,4,5,3,4,1,3,5,2,3,Northeast,1,6,Public,770,770,1540,,,1,2.20,,2.20,,,0.00,2.20,,,,,,,,,,,,,,,,,
1099,2,3,5,1,1,2,2,2,2,1,4,5,4,3,1,5,3,5,5,5,1,2,5,4,3,3,4,1,2,2,5,4,2,2,3,1,3,Northeast,2,2,Private,620,700,1320,,,1,3.29,3.22,3.26,1,1,3.38,3.22,,,,,,,,,,,,,,,,,
1100,2,2,2,2,2,2,2,1,3,2,4,4,4,3,1,4,3,3,5,5,1,2,5,3,3,4,3,2,1,2,5,3,2,3,5,2,3,Northeast,2,2,Public,630,720,1350,,,1,3.68,3.00,3.35,1,1,2.83,3.27,,,,,,,,,,,,,,,,,
1101,3,3,5,2,2,1,1,2,1,1,5,4,4,4,1,5,3,5,5,3,1,2,5,3,3,5,5,1,1,3,5,5,3,4,4,2,3,Northeast,2,5,,540,640,1180,,,1,3.78,3.25,3.48,1,1,2.95,3.27,,,,,,,,,,,,,,,,,
1102,2,2,1,4,4,2,3,3,4,4,5,4,4,2,1,4,4,5,5,5,1,2,5,3,3,3,2,2,2,5,5,5,3,3,3,2,1,Non-Northeast,2,3,,440,800,1240,,,1,4.00,3.75,3.88,1,1,3.30,3.64,,,,,,,,,,,,,,,,,
1103,1,1,1,2,1,1,1,1,1,1,5,5,2,4,1,5,3,3,4,5,1,2,5,3,3,5,3,1,1,2,5,4,3,2,3,2,3,Northeast,2,6,Public,640,720,1360,,,1,3.92,3.85,3.89,1,1,4.00,3.98,,,,,,,,,,,,,,,,,
1104,2,2,5,2,3,3,3,2,3,2,5,4,4,3,1,5,3,3,5,5,1,2,5,5,3,4,2,1,3,2,5,3,2,3,5,1,3,Northeast,2,2,Public,,,,30,,1,3.00,3.11,3.04,1,1,2.80,3.02,,,,,,,,,,,,,,,,,
1105,2,2,2,3,3,2,3,2,3,3,4,3,4,3,2,4,2,5,5,5,1,3,5,3,3,5,3,2,3,3,3,2,2,2,3,2,1,Non-Northeast,2,7,Public,450,770,1220,,,1,3.67,3.23,3.53,1,1,3.00,3.37,,,,,,,,,,,,,,,,,
1106,2,2,1,1,1,2,3,2,2,1,5,4,4,2,1,3,2,3,4,3,1,3,5,4,2,5,3,2,4,5,5,4,5,2,5,1,3,Northeast,1,2,Public,640,780,1420,,,1,2.89,2.73,2.80,1,1,2.48,2.70,,,,,,,,,,,,,,,,,
1107,2,1,1,2,2,1,2,1,1,3,1,5,3,4,1,5,1,5,4,4,1,2,1,4,3,5,4,5,5,4,5,3,2,3,3,2,3,Non-Northeast,2,6,,,,,30,,1,3.00,3.69,3.36,1,1,3.11,3.17,,,,,,,,,,,,,,,,,
1108,2,2,1,1,1,1,1,1,1,1,1,5,2,5,1,5,2,5,5,5,1,2,5,3,5,5,4,5,5,4,5,1,3,2,5,2,3,Northeast,1,6,Public,620,800,1420,,,1,4.00,3.50,3.83,1,1,3.56,3.79,,,,,,,,,,,,,,,,,
1109,1,1,1,2,2,2,2,2,2,2,5,2,1,2,1,3,1,3,2,4,5,3,1,4,3,4,5,1,3,2,5,4,3,3,5,2,3,Northeast,2,2,Private,700,680,1380,,,1,3.58,3.53,3.56,1,1,2.75,3.31,,,,,,,,,,,,,,,,,
1110,4,3,5,1,1,1,1,1,1,1,2,5,4,4,1,1,1,5,5,4,1,2,5,3,3,5,1,1,3,2,5,3,1,1,5,2,3,Northeast,2,2,Public,620,800,1420,,,1,3.18,2.90,3.02,1,1,2.92,3.14,,,,,,,,,,,,,,,,,
1111,4,2,1,1,1,1,2,1,1,1,5,3,4,4,1,2,,4,3,4,3,2,2,4,3,4,4,3,2,2,3,2,3,3,3,2,3,Non-Northeast,1,2,Public,,,,28,,1,3.33,2.75,3.05,1,1,3.33,3.18,,,,,,,,,,,,,,,,,
1112,4,3,5,1,1,1,1,1,1,1,1,5,3,4,1,5,2,5,5,5,1,2,5,4,3,4,4,2,2,3,5,4,3,3,5,2,3,Non-Northeast,2,2,Private,720,740,1460,,,1,2.92,3.02,2.97,1,1,2.46,2.80,,,,,,,,,,,,,,,,,
1113,1,2,1,2,1,1,2,2,1,1,1,4,4,3,1,2,3,5,4,5,1,3,3,4,3,5,5,2,3,3,5,3,2,3,4,2,3,Northeast,1,2,Public,,,,30,,1,3.61,2.93,3.29,1,1,3.09,3.28,,,,,,,,,,,,,,,,,
1114,,,,4,3,2,2,2,3,2,1,3,2,3,1,4,3,5,5,5,1,2,5,4,4,5,2,1,1,4,5,5,2,4,4,2,1,Non-Northeast,2,2,Public,540,780,1320,,,1,2.04,3.61,2.82,1,1,1.50,2.70,,,,,,,,,,,,,,,,,
1115,3,2,5,4,4,2,2,3,3,2,4,4,4,4,1,5,4,5,5,4,1,2,5,3,2,4,2,1,1,4,5,5,3,3,5,1,3,Northeast,2,2,Public,540,740,1280,,,1,3.00,2.44,2.78,1,1,3.56,3.05,,,,,,,,,,,,,,,,,
1116,2,2,1,1,1,1,1,1,2,1,5,5,4,3,1,5,2,5,3,5,1,5,5,3,3,3,2,2,2,4,5,3,3,4,4,2,3,Northeast,1,6,Public,640,780,1420,,,1,3.45,3.84,3.65,1,1,3.76,3.69,,,,,,,,,,,,,,,,,
1117,2,2,1,1,2,1,3,2,1,2,5,5,4,4,1,5,3,5,4,5,1,2,5,3,3,4,5,3,3,4,5,3,3,4,4,1,3,Northeast,2,2,Public,610,680,1290,,,1,2.98,4.00,3.39,1,1,3.34,3.40,,,,,,,,,,,,,,,,,
1118,3,3,1,3,1,2,3,2,3,2,5,3,3,5,1,5,4,5,5,5,1,2,5,5,3,4,3,2,2,5,5,3,3,3,4,2,3,Non-Northeast,2,2,Public,690,710,1400,,,1,2.17,1.75,1.96,1,1,2.50,2.28,,,,,,,,,,,,,,,,,
1119,2,2,1,2,1,1,3,1,3,1,1,5,4,4,1,5,4,5,5,5,1,2,5,3,3,3,2,4,5,4,5,3,3,2,3,2,3,Northeast,2,6,Public,620,800,1420,,,1,3.42,3.83,3.63,1,1,3.56,3.62,,,,,,,,,,,,,,,,,
1120,1,2,1,1,2,1,2,2,2,1,1,5,4,4,1,5,3,3,5,5,1,1,5,5,3,5,3,3,2,3,5,4,2,3,4,1,3,Northeast,2,2,Public,,,,27,,1,3.50,3.06,3.27,1,1,3.42,3.38,,,,,,,,,,,,,,,,,
1121,1,1,1,1,1,1,1,1,1,1,1,4,3,5,1,4,5,5,5,5,1,2,5,3,3,4,4,5,4,3,5,2,2,3,5,2,3,Non-Northeast,1,2,Public,690,770,1460,,,1,3.67,3.81,3.74,1,1,3.53,3.65,,,,,,,,,,,,,,,,,
1122,1,1,1,1,1,1,1,1,1,1,1,5,4,4,1,5,2,5,5,5,1,1,5,4,3,5,2,3,3,1,5,1,1,3,4,2,3,Northeast,2,2,Public,,,,30,,1,0.25,,0.13,,,0.00,0.21,,,,,,,,,,,,,,,,,
1123,1,2,5,2,2,1,2,1,2,1,1,4,4,4,1,5,3,4,3,5,5,3,5,5,3,5,4,3,2,4,4,4,2,3,4,1,3,Northeast,2,1,Public,620,700,1320,,,1,3.33,3.62,3.49,1,1,3.04,3.28,,,,,,,,,,,,,,,,,
1124,4,3,5,1,1,3,2,3,3,3,5,3,4,3,1,3,2,4,4,3,1,4,5,2,3,5,3,1,1,3,5,4,2,2,3,1,3,Northeast,2,3,,640,600,1240,,,1,3.08,2.49,2.82,1,1,2.42,2.50,,,,,,,,,,,,,,,,,
1125,2,2,1,1,1,1,3,1,2,2,1,5,4,3,1,4,3,4,3,5,5,2,5,5,3,5,2,3,5,4,4,2,2,3,3,1,3,Northeast,2,2,Private,590,670,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,2,3,1,3,1,1,4,2,2,2,2,3,4,2,1,3,4,5,5,5,1,3,3,5,3,5,5,4,4,5,4,2,4,4,4,2,3,Non-Northeast,2,6,Parochial,720,640,1360,,,1,1.11,,1.11,,,0.00,1.11,,,,,,,,,,,,,,,,,
1127,2,2,1,2,1,2,1,2,3,2,5,4,5,2,1,4,3,5,5,3,1,2,5,5,3,4,3,1,2,2,5,5,4,4,5,2,3,Northeast,2,2,Public,680,740,1420,,,1,3.72,3.80,3.76,1,1,3.72,3.76,,,,,,,,,,,,,,,,,
1128,1,3,5,1,2,2,2,1,2,1,1,3,4,2,1,5,2,3,3,3,1,1,3,4,3,5,3,2,2,1,5,4,3,3,5,2,3,Non-Northeast,2,5,,,,,30,,1,3.50,3.42,3.46,1,1,3.67,3.56,,,,,,,,,,,,,,,,,
1129,2,2,1,2,1,1,2,1,3,2,4,5,4,4,1,5,3,5,5,4,1,4,5,3,3,4,2,3,4,3,5,2,3,3,4,2,3,Northeast,2,2,Public,660,720,1380,,,1,2.75,2.45,2.62,1,1,2.50,2.56,,,,,,,,,,,,,,,,,
1130,2,2,1,2,3,1,1,2,2,1,3,5,4,4,1,4,2,5,5,5,1,2,5,3,3,5,3,1,1,2,5,5,3,5,4,2,3,Northeast,2,2,Public,660,710,1370,,,1,3.58,3.75,3.66,1,1,3.44,3.60,,,,,,,,,,,,,,,,,
1131,2,2,1,1,1,2,2,2,2,1,4,2,4,3,1,4,3,4,5,4,1,2,3,4,3,4,3,5,5,2,4,2,3,3,3,2,3,Northeast,2,6,Public,760,670,1430,,,1,3.33,2.22,2.86,1,1,2.00,2.81,,,,,,,,,,,,,,,,,
1132,3,2,2,3,2,1,3,2,2,3,1,5,2,4,2,4,3,5,5,5,1,2,5,4,3,3,2,3,2,4,4,3,4,3,3,2,3,Non-Northeast,2,6,Public,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,3,2,2,2,1,1,2,1,2,1,1,5,4,3,1,5,2,4,4,5,1,5,5,4,3,4,1,3,4,2,4,1,2,2,3,2,3,Northeast,2,2,Public,510,770,1280,,,1,2.27,2.28,2.27,1,1,1.76,2.16,,,,,,,,,,,,,,,,,
1134,3,3,2,1,2,1,3,1,1,2,4,3,4,4,1,4,2,4,4,4,2,2,1,3,3,4,3,1,2,2,5,4,3,2,3,2,3,Non-Northeast,2,3,Public,,,,26,,1,3.50,2.00,2.75,1,1,3.58,3.17,,,,,,,,,,,,,,,,,
1135,2,1,1,1,2,2,3,3,1,2,4,4,3,4,1,5,2,5,5,3,1,4,5,4,3,5,5,2,1,3,5,2,4,3,5,1,3,Non-Northeast,2,2,Public,650,640,1290,,,1,3.50,3.08,3.28,1,1,3.15,3.26,,,,,,,,,,,,,,,,,
1136,2,2,5,1,1,2,2,2,3,2,5,2,5,2,1,3,3,4,5,4,1,3,5,4,2,4,3,1,2,2,5,5,3,2,5,1,3,Non-Northeast,2,3,Parochial,,,,30,,1,3.58,3.38,3.50,1,1,1.67,3.17,,,,,,,,,,,,,,,,,
1137,2,2,5,2,2,5,4,5,5,3,4,2,4,3,1,4,3,3,3,2,,3,1,1,1,3,1,3,3,4,3,2,2,4,4,1,3,Northeast,2,2,Private,,,,31,,1,1.25,2.00,1.63,1,1,2.21,2.22,,,,,,,,,,,,,,,,,
1138,3,3,2,1,1,5,3,2,2,3,2,2,5,2,1,2,2,4,3,3,1,4,3,5,2,5,5,2,2,5,5,3,5,3,5,2,3,Northeast,2,2,Private,540,570,1110,,,1,1.25,2.77,1.93,1,1,1.72,2.18,,,,,,,,,,,,,,,,,
1139,2,2,2,3,3,2,3,4,2,1,5,4,4,3,1,4,2,3,3,3,1,2,5,3,2,5,4,4,3,4,5,3,4,3,5,2,3,Non-Northeast,2,2,Public,,,,25,,1,3.33,3.59,3.45,1,1,2.89,3.28,,,,,,,,,,,,,,,,,
